,Trading Code,Company Name,News Title,News,Post Date
382,ACFL,Aman Cotton Fibrous Limited,ACFL: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 27, 2022 at 3:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-20
383,ACI,ACI  Limited,ACI: Update of Information,"(Continuation news of ACI): The Company has further requested the concerned Brokerage/DPs to provide the details (shareholder's name, BO ID, e-mail address, shareholding position, gross dividend receivable, applicable tax rate and net divided receivable) of their Margin Loan Holders who hold Company's share on the Record Date to share office or email to monir@aci-bd.com along with DPs Bank details (account name, account number, routing No., etc.), latest by December 15, 2022. (end)",2022-10-27
384,ACIFORMULA,ACI Formulations Limited,ACIFORMULA: Update of Information,"(Continuation news of ACIFORMULA): Brokerage/DPs to provide the details (shareholder's name, BO ID, e-mail address, shareholding position, gross dividend receivable, applicable tax rate and net divided receivable) of their Margin Loan Holders who hold Company's share on the Record Date to share office or email to monir@aci-bd.com along with DPs Bank details (account name, account number, routing No., etc.), latest by 15 December 2022. (end)",2022-10-27
385,ACMELAB,The ACME Laboratories Limited,ACMELAB: Price Limit Open,There will be no price limit on the trading of the shares of the Company today (27.10.2022) following its corporate declaration.,2022-10-27
386,ACMEPL,ACME Pesticides Limited,ACMEPL: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 30, 2022 at 3:30 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
387,ACTIVEFINE,Active Fine Chemicals Limited,ACTIVEFINE: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 29, 2022 at 9:30 AM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
388,ADNTEL,ADN Telecom Limited,ADNTEL: Board Meeting schedule under LR 16(1),"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 30, 2022 at 3:00 PM to consider, among others, un-audited financial statements of the Company for the First Quarter (Q1) period ended September 30, 2022.",2022-10-25
389,ADVENT,Advent Pharma Limited,ADVENT: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 27, 2022 at 3:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-20
390,AFCAGRO,AFC Agro Biotech Ltd.,AFCAGRO: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 29, 2022 at 10:30 AM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
391,AFTABAUTO,Aftab Automobiles Limited,AFTABAUTO: Closing the Operation of Motor Cycle Unit,"The Company has informed that the operation of Motor Cycle Unit has been closed and the fixed asset of the Unit of BDT 27,77,86,431.00 will be adjusted in Current Assets of the Company.",2022-10-27
392,AGNISYSL,Agni Systems Ltd.,AGNISYSL: Price Limit Open,There will be no price limit on the trading of the shares of the Company today (26.10.2022) following its corporate declaration.,2022-10-26
393,AGRANINS,Agrani Insurance Co. Ltd.,AGRANINS: Q3 Financials,"(Q3 Un-audited): EPS was Tk. 0.44 for July-September 2022 as against Tk. 0.60 for July-September 2021; EPS was Tk. 1.16 for January-September 2022 as against Tk. 1.36 for January-September 2021. NOCFPS was Tk. (0.10) for January-September 2022 as against Tk. (0.12) for January-September 2021. NAV per share was Tk. 19.50 as on September 30, 2022 and Tk. 19.84 as on December 31, 2021.",2022-10-27
394,AIBL1STIMF,AIBL 1st Islamic Mutual Fund,AIBL1STIMF: Trustee Committee Meeting schedule under LR 16(1),"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Trustee of Fund has informed that a meeting of the Trustee Committee will be held on October 31, 2022 at 2:25 PM to consider, among others, un-audited financial statements of the Fund for the Second Quarter (Q2) period ended September 30, 2022.",2022-10-26
395,AIBLPBOND,AIBL Mudaraba Perpetual Bond,AIBLPBOND: Resumption after record date,Trading of the AIBL Mudaraba Perpetual Bond will resume on 02.01.2022 after record date.,2021-12-30
396,AIL,Alif Industries Limited,AIL: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 30, 2022 at 3:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
397,AL-HAJTEX,Al-Haj Textile Mills Limited,,,
398,ALARABANK,Al-Arafah Islami Bank Ltd,,,
399,AAMRANET,aamra networks limited,AAMRANET: Price Limit Open,There will be no price limit on the trading of the shares of the Company on today (26.10.2022) for following its corporate declaration.,2022-10-26
400,AAMRATECH,aamra technologies limited,AAMRATECH: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 28, 2022 at 5:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-20
401,ABB1STMF,AB Bank 1st Mutual fund,ABB1STMF: Trustee Committee Meeting under LR 16(1),"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Trustee of Fund has informed that a meeting of the Trustee Committee will be held on October 27, 2022 at 2:30 PM to consider, among others, un-audited financial statements of the Fund for the First Quarter (Q1) period ended September 30, 2022.",2022-10-25
402,ABBANK,AB Bank Limited,ABBANK: Board Meeting schedule under LR 16(1),"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 27, 2022 at 2:30 PM to consider, among others, un-audited financial statements of the Company for the Third Quarter (Q3) period ended September 30, 2022.",2022-10-24
403,ACFL,Aman Cotton Fibrous Limited,ACFL: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 27, 2022 at 3:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-20
404,ACI,ACI  Limited,ACI: Update of Information,"(Continuation news of ACI): The Company has further requested the concerned Brokerage/DPs to provide the details (shareholder's name, BO ID, e-mail address, shareholding position, gross dividend receivable, applicable tax rate and net divided receivable) of their Margin Loan Holders who hold Company's share on the Record Date to share office or email to monir@aci-bd.com along with DPs Bank details (account name, account number, routing No., etc.), latest by December 15, 2022. (end)",2022-10-27
405,ACIFORMULA,ACI Formulations Limited,ACIFORMULA: Update of Information,"(Continuation news of ACIFORMULA): Brokerage/DPs to provide the details (shareholder's name, BO ID, e-mail address, shareholding position, gross dividend receivable, applicable tax rate and net divided receivable) of their Margin Loan Holders who hold Company's share on the Record Date to share office or email to monir@aci-bd.com along with DPs Bank details (account name, account number, routing No., etc.), latest by 15 December 2022. (end)",2022-10-27
406,ACMELAB,The ACME Laboratories Limited,ACMELAB: Price Limit Open,There will be no price limit on the trading of the shares of the Company today (27.10.2022) following its corporate declaration.,2022-10-27
407,ACMEPL,ACME Pesticides Limited,ACMEPL: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 30, 2022 at 3:30 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
408,ACTIVEFINE,Active Fine Chemicals Limited,ACTIVEFINE: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 29, 2022 at 9:30 AM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
409,ADNTEL,ADN Telecom Limited,ADNTEL: Board Meeting schedule under LR 16(1),"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 30, 2022 at 3:00 PM to consider, among others, un-audited financial statements of the Company for the First Quarter (Q1) period ended September 30, 2022.",2022-10-25
410,ADVENT,Advent Pharma Limited,ADVENT: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 27, 2022 at 3:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-20
411,AFCAGRO,AFC Agro Biotech Ltd.,AFCAGRO: Board Meeting schedule under LR 19(1),"As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 29, 2022 at 10:30 AM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.",2022-10-23
412,AFTABAUTO,Aftab Automobiles Limited,AFTABAUTO: Closing the Operation of Motor Cycle Unit,"The Company has informed that the operation of Motor Cycle Unit has been closed and the fixed asset of the Unit of BDT 27,77,86,431.00 will be adjusted in Current Assets of the Company.",2022-10-27
413,AGNISYSL,Agni Systems Ltd.,AGNISYSL: Price Limit Open,There will be no price limit on the trading of the shares of the Company today (26.10.2022) following its corporate declaration.,2022-10-26
414,AGRANINS,Agrani Insurance Co. Ltd.,AGRANINS: Q3 Financials,"(Q3 Un-audited): EPS was Tk. 0.44 for July-September 2022 as against Tk. 0.60 for July-September 2021; EPS was Tk. 1.16 for January-September 2022 as against Tk. 1.36 for January-September 2021. NOCFPS was Tk. (0.10) for January-September 2022 as against Tk. (0.12) for January-September 2021. NAV per share was Tk. 19.50 as on September 30, 2022 and Tk. 19.84 as on December 31, 2021.",2022-10-27
415,AIBL1STIMF,AIBL 1st Islamic Mutual Fund,AIBL1STIMF: Trustee Committee Meeting schedule under LR 16(1),"As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Trustee of Fund has informed that a meeting of the Trustee Committee will be held on October 31, 2022 at 2:25 PM to consider, among others, un-audited financial statements of the Fund for the Second Quarter (Q2) period ended September 30, 2022.",2022-10-26
416,AIBLPBOND,AIBL Mudaraba Perpetual Bond,AIBLPBOND: Resumption after record date,Trading of the AIBL Mudaraba Perpetual Bond will resume on 02.01.2022 after record date.,2021-12-30
